id	countryCode	occurrenceStatus	establishmentMeans	eventDate
125629	ES	Present	Alien	2019
125630	ES	Present	Alien	2019
125631	ES	Present	Alien	2019
125632	ES	Present	Alien	2019
125633	ES	Present	Alien	2019
125634	ES	Present	Alien	2019
125635	ES	Present	Alien	2019
125636	ES	Present	Alien	2019
125637	ES	Present	Alien	2019
125638	ES	Present	Alien	2019
125639	ES	Present	Alien	2019
125640	ES	Present	Alien	2019
125641	ES	Present	Alien	2019
125642	ES	Present	Alien	2019
125643	ES	Present	Alien	2019
125644	ES	Present	Alien	2019
125645	ES	Present	Alien	2019
125646	ES	Present	Alien	2019
125647	ES	Present	Alien	2019
125648	ES	Present	Alien	2019
125649	ES	Present	Alien	2019
125650	ES	Present	Alien	2019
125651	ES	Present	Alien	2019
125652	ES	Present	Alien	2019
125653	ES	Present	Alien	2019
125654	ES	Present	Alien	2019
125655	ES	Present	Alien	2019
125656	ES	Present	Alien	2019
125657	ES	Present	Alien	2019
125658	ES	Present	Alien	2019
125659	ES	Present	Alien	2019
125660	ES	Present	Alien	2019
125661	ES	Present	Alien	2019
125662	ES	Present	Alien	2019
125663	ES	Present	Alien	2019
125664	ES	Present	Alien	2019
125665	ES	Present	Alien	2019
125666	ES	Present	Alien	2019
125667	ES	Present	Alien	2019
125668	ES	Present	Alien	2019
125669	ES	Present	Alien	2019
125670	ES	Present	Alien	2019
125671	ES	Present	Alien	2019
125672	ES	Present	Alien	2019
125673	ES	Present	Alien	2019
125674	ES	Present	Alien	2019
125675	ES	Present	Alien	2019
125676	ES	Present	Alien	2019
125677	ES	Present	Alien	2019
125678	ES	Present	Alien	2019
125679	ES	Present	Alien	2019
125680	ES	Present	Alien	2019
125681	ES	Present	Alien	2019
125682	ES	Present	Alien	2019
125683	ES	Present	Alien	2019
125684	ES	Present	Alien	2019
125685	ES	Present	Alien	2019
125686	ES	Present	Alien	2019
125687	ES	Present	Alien	2019
125688	ES	Present	Alien	2019
125689	ES	Present	Alien	2019
125690	ES	Present	Alien	2019
125691	ES	Present	Alien	2019
125692	ES	Present	Alien	2019
125693	ES	Present	Alien	2019
125694	ES	Present	Alien	2019
125695	ES	Present	Alien	2019
125696	ES	Present	Alien	2019
125697	ES	Present	Alien	2019
125698	ES	Present	Alien	2019
125699	ES	Present	Alien	2019
125700	ES	Present	Alien	2019
125701	ES	Present	Alien	2019
125702	ES	Present	Alien	2019
125703	ES	Present	Alien	2019
125704	ES	Present	Alien	2019
125705	ES	Present	Alien	2019
125706	ES	Present	Alien	2019
125707	ES	Present	Alien	2019
125708	ES	Present	Alien	2019
125709	ES	Present	Alien	2019
125710	ES	Present	Alien	2019
125711	ES	Present	Alien	2019
125712	ES	Present	Alien	2019
125713	ES	Present	Alien	2019
125714	ES	Present	Alien	2019
125715	ES	Present	Alien	2019
125716	ES	Present	Alien	2019
125717	ES	Present	Alien	2019
125718	ES	Present	Alien	2019
125719	ES	Present	Alien	2019
125720	ES	Present	Alien	2019
125721	ES	Present	Alien	2019
125722	ES	Present	Alien	2019
125723	ES	Present	Alien	2019
125724	ES	Present	Alien	2019
125725	ES	Present	Alien	2019
125726	ES	Present	Alien	2019
125727	ES	Present	Alien	2019
125728	ES	Present	Alien	2019
125729	ES	Present	Alien	2019
125730	ES	Present	Alien	2019
125731	ES	Present	Alien	2019
125732	ES	Present	Alien	2019
125733	ES	Present	Alien	2019
125734	ES	Present	Alien	2019
125735	ES	Present	Alien	2019
125736	ES	Present	Alien	2019
125737	ES	Present	Alien	2019
125738	ES	Present	Alien	2019
125739	ES	Present	Alien	2019
125740	ES	Present	Alien	2019
125741	ES	Present	Alien	2019
125742	ES	Present	Alien	2019
125743	ES	Present	Alien	2019
125744	ES	Present	Alien	2019
125745	ES	Present	Alien	2019
125746	ES	Present	Alien	2019
125747	ES	Present	Alien	2019
125748	ES	Present	Alien	2019
125749	ES	Present	Alien	2019
125750	ES	Present	Alien	2019
125751	ES	Present	Alien	2019
125752	ES	Present	Alien	2019
125753	ES	Present	Alien	2019
125754	ES	Present	Alien	2019
125755	ES	Present	Alien	2019
125756	ES	Present	Alien	2019
125757	ES	Present	Alien	2019
125758	ES	Present	Alien	2019
125759	ES	Present	Alien	2019
125760	ES	Present	Alien	2019
125761	ES	Present	Alien	2019
125762	ES	Present	Alien	2019
125763	ES	Present	Alien	2019
125764	ES	Present	Alien	2019
125765	ES	Present	Alien	2019
125766	ES	Present	Alien	2019
125767	ES	Present	Alien	2019
125768	ES	Present	Alien	2019
125769	ES	Present	Alien	2019
125770	ES	Present	Alien	2019
125771	ES	Present	Alien	2019
125772	ES	Present	Alien	2019
125773	ES	Present	Alien	2019
125774	ES	Present	Alien	2019
125775	ES	Present	Alien	2019
125776	ES	Present	Alien	2019
125777	ES	Present	Alien	2019
125778	ES	Present	Alien	2019
125779	ES	Present	Alien	2019
125780	ES	Present	Alien	2019
125781	ES	Present	Alien	2019
125782	ES	Present	Alien	2019
125783	ES	Present	Alien	2019
125784	ES	Present	Alien	2019
125785	ES	Present	Alien	2019
125786	ES	Present	Alien	2019
125787	ES	Present	Alien	2019
125788	ES	Present	Alien	2019
125789	ES	Present	Alien	2019
125790	ES	Present	Alien	2019
125791	ES	Present	Alien	2019
125792	ES	Present	Alien	2019
125793	ES	Present	Alien	2019
125794	ES	Present	Alien	2019
125795	ES	Present	Alien	2019
125796	ES	Present	Alien	2019
125797	ES	Present	Alien	2019
125798	ES	Present	Alien	2019
125799	ES	Present	Alien	2019
125800	ES	Present	Alien	2019
125801	ES	Present	Alien	2019
125802	ES	Present	Alien	2019
125803	ES	Present	Alien	2019
125804	ES	Present	Alien	2019
125805	ES	Present	Alien	2019
125806	ES	Present	Alien	2019
125807	ES	Present	Alien	2019
125808	ES	Present	Alien	2019
125809	ES	Present	Alien	2019
125810	ES	Present	Alien	2019
125811	ES	Present	Alien	2019
125812	ES	Present	Alien	2019
125813	ES	Present	Alien	2019
125814	ES	Present	Alien	2019
125815	ES	Present	Alien	2019
125816	ES	Present	Alien	2019
125817	ES	Present	Alien	2019
125818	ES	Present	Alien	2019
125819	ES	Present	Alien	2019
125820	ES	Present	Alien	2019
125821	ES	Present	Alien	2019
125822	ES	Present	Alien	2019
125823	ES	Present	Alien	2019
125824	ES	Present	Alien	2019
125825	ES	Present	Alien	2019
125826	ES	Present	Alien	2019
125827	ES	Present	Alien	2019
125828	ES	Present	Alien	2019
125829	ES	Present	Alien	2019
125830	ES	Present	Alien	2019
125831	ES	Present	Alien	2019
125832	ES	Present	Alien	2019
125833	ES	Present	Alien	2019
125834	ES	Present	Alien	2019
125835	ES	Present	Alien	2019
125836	ES	Present	Alien	2019
125837	ES	Present	Alien	2019
125838	ES	Present	Alien	2019
125839	ES	Present	Alien	2019
125840	ES	Present	Alien	2019
125841	ES	Present	Alien	2019
125842	ES	Present	Alien	2019
125843	ES	Present	Alien	2019
125844	ES	Present	Alien	2019
125845	ES	Present	Alien	2019
125846	ES	Present	Alien	2019
125847	ES	Present	Alien	2019
125848	ES	Present	Alien	2019
125849	ES	Present	Alien	2019
125850	ES	Present	Alien	2019
125851	ES	Present	Alien	2019
125852	ES	Present	Alien	2019
125853	ES	Present	Alien	2019
125854	ES	Present	Alien	2019
125855	ES	Present	Alien	2019
125856	ES	Present	Alien	2019
125857	ES	Present	Alien	2019
125858	ES	Present	Alien	2019
125859	ES	Present	Alien	2019
125860	ES	Present	Alien	2019
125861	ES	Present	Alien	2019
125862	ES	Present	Alien	2019
125863	ES	Present	Alien	2019
125864	ES	Present	Alien	2019
125865	ES	Present	Alien	2019
125866	ES	Present	Alien	2019
125867	ES	Present	Alien	2019
125868	ES	Present	Alien	2019
125869	ES	Present	Alien	2019
125870	ES	Present	Alien	2019
125871	ES	Present	Alien	2019
125872	ES	Present	Alien	2019
125873	ES	Present	Alien	2019
125874	ES	Present	Alien	2019
125875	ES	Present	Alien	2019
125876	ES	Present	Alien	2019
125877	ES	Present	Alien	2019
125878	ES	Present	Alien	2019
125879	ES	Present	Alien	2019
125880	ES	Present	Alien	2019
125881	ES	Present	Alien	2019
125882	ES	Present	Alien	2019
125883	ES	Present	Alien	2019
125884	ES	Present	Alien	2019
125885	ES	Present	Alien	2019
125886	ES	Present	Alien	2019
125887	ES	Present	Alien	2019
125888	ES	Present	Alien	2019
125889	ES	Present	Alien	2019
125890	ES	Present	Alien	2019
125891	ES	Present	Alien	2019
125892	ES	Present	Alien	2019
125893	ES	Present	Alien	2019
125894	ES	Present	Alien	2019
125895	ES	Present	Alien	2019
125896	ES	Present	Alien	2019
125897	ES	Present	Alien	2019
125898	ES	Present	Alien	2019
125899	ES	Present	Alien	2019
125900	ES	Present	Alien	2019
125901	ES	Present	Native|Alien	2019
125902	ES	Present	Alien	2019
125903	ES	Present	Alien	2019
125904	ES	Present	Alien	2019
125905	ES	Present	Alien	2019
125906	ES	Present	Alien	2019
125907	ES	Present	Alien	2019
125908	ES	Present	Alien	2019
125909	ES	Present	Alien	2019
125910	ES	Present	Alien	2019
125911	ES	Present	Alien	2019
125912	ES	Present	Alien	2019
125913	ES	Present	Alien	2019
125914	ES	Present	Alien	2019
125915	ES	Present	Alien	2019
125916	ES	Present	Alien	2019
125917	ES	Present	Alien	2019
125918	ES	Present	Alien	2019
125919	ES	Present	Alien	2019
125920	ES	Present	Alien	2019
125921	ES	Present	Alien	2019
125922	ES	Present	Alien	2019
125923	ES	Present	Alien	2019
125924	ES	Present	Alien	2019
125925	ES	Present	Alien	2019
125926	ES	Present	Alien	2019
125927	ES	Present	Alien	2019
125928	ES	Present	Alien	2019
125929	ES	Present	Alien	2019
125930	ES	Present	Alien	2019
125931	ES	Present	Alien	2019
125932	ES	Present	Alien	2019
125933	ES	Present	Alien	2019
125934	ES	Present	Alien	2019
125935	ES	Present	Alien	2019
125936	ES	Present	Alien	2019
125937	ES	Present	Alien	2019
125938	ES	Present	Alien	2019
125939	ES	Present	Alien	2019
125940	ES	Present	Alien	2019
125941	ES	Present	Alien	2019
125942	ES	Present	Alien	2019
125943	ES	Present	Alien	2019
125944	ES	Present	Alien	2019
125945	ES	Present	Alien	2019
125946	ES	Present	Alien	2019
125947	ES	Present	Alien	2019
125948	ES	Present	Alien	2019
125949	ES	Present	Alien	2019
125950	ES	Present	Alien	2019
125951	ES	Present	Alien	2019
125952	ES	Present	Alien	2019
125953	ES	Present	Alien	2019
125954	ES	Present	Alien	2019
125955	ES	Present	Alien	2019
125956	ES	Present	Alien	2019
125957	ES	Present	Alien	2019
125958	ES	Present	Alien	2019
125959	ES	Present	Alien	2019
125960	ES	Present	Alien	2019
125961	ES	Present	Alien	2019
125962	ES	Present	Alien	2019
125963	ES	Present	Alien	2019
125964	ES	Present	Alien	2019
125965	ES	Present	Alien	2019
125966	ES	Present	Alien	2019
125967	ES	Present	Alien	2019
125968	ES	Present	Alien	2019
125969	ES	Present	Alien	2019
125970	ES	Present	Alien	2019
125971	ES	Present	Alien	2019
125972	ES	Present	Alien	2019
125973	ES	Present	Alien	2019
125974	ES	Present	Alien	2019
125975	ES	Present	Alien	2019
125976	ES	Present	Alien	2019
125977	ES	Present	Alien	2019
125978	ES	Present	Alien	2019
125979	ES	Present	Alien	2019
125980	ES	Present	Alien	2019
125981	ES	Present	Alien	2019
125982	ES	Present	Alien	2019
125983	ES	Present	Alien	2019
125984	ES	Present	Alien	2019
125985	ES	Present	Alien	2019
125986	ES	Present	Alien	2019
125987	ES	Present	Alien	2019
125988	ES	Present	Alien	2019
125989	ES	Present	Alien	2019
125990	ES	Present	Alien	2019
125991	ES	Present	Alien	2019
125992	ES	Present	Alien	2019
125993	ES	Present	Alien	2019
125994	ES	Present	Alien	2019
125995	ES	Present	Alien	2019
125996	ES	Present	Alien	2019
125997	ES	Present	Alien	2019
125998	ES	Present	Alien	2019
125999	ES	Present	Alien	2019
126000	ES	Present	Alien	2019
126001	ES	Present	Alien	2019
126002	ES	Present	Alien	2019
126003	ES	Present	Alien	2019
126004	ES	Present	Alien	2019
126005	ES	Present	Alien	2019
126006	ES	Present	Alien	2019
126007	ES	Present	Alien	2019
126008	ES	Present	Alien	2019
126009	ES	Present	Alien	2019
126010	ES	Present	Alien	2019
126011	ES	Present	Alien	2019
126012	ES	Present	Alien	2019
126013	ES	Present	Alien	2019
126014	ES	Present	Alien	2019
126015	ES	Present	Alien	2019
126016	ES	Present	Alien	2019
126017	ES	Present	Alien	2019
126018	ES	Present	Alien	2019
126019	ES	Present	Alien	2019
126020	ES	Present	Alien	2019
126021	ES	Present	Alien	2019
126022	ES	Present	Alien	2019
126023	ES	Present	Alien	2019
126024	ES	Present	Alien	2019
126025	ES	Present	Alien	2019
126026	ES	Present	Alien	2019
126027	ES	Present	Alien	2019
126028	ES	Present	Alien	2019
126029	ES	Present	Alien	2019
126030	ES	Present	Alien	2019
126031	ES	Present	Alien	2019
126032	ES	Present	Alien	2019
126033	ES	Present	Alien	2019
126034	ES	Present	Alien	2019
126035	ES	Present	Alien	2019
126036	ES	Present	Alien	2019
126037	ES	Present	Alien	2019
126038	ES	Present	Alien	2019
126039	ES	Present	Alien	2019
126040	ES	Present	Alien	2019
126041	ES	Present	Alien	2019
126042	ES	Present	Alien	2019
126043	ES	Present	Alien	2019
126044	ES	Present	Alien	2019
126045	ES	Present	Alien	2019
126046	ES	Present	Alien	2019
126047	ES	Present	Alien	2019
126048	ES	Present	Alien	2019
126049	ES	Present	Alien	2019
126050	ES	Present	Alien	2019
126051	ES	Present	Alien	2019
126052	ES	Present	Alien	2019
126053	ES	Present	Alien	2019
126054	ES	Present	Alien	2019
126055	ES	Present	Alien	2019
126056	ES	Present	Alien	2019
126057	ES	Present	Alien	2019
126058	ES	Present	Alien	2019
126059	ES	Present	Alien	2019
126060	ES	Present	Alien	2019
126061	ES	Present	Alien	2019
126062	ES	Present	Alien	2019
126063	ES	Present	Alien	2019
126064	ES	Present	Alien	2019
126065	ES	Present	Alien	2019
126066	ES	Present	Alien	2019
126067	ES	Present	Alien	2019
126068	ES	Present	Alien	2019
126069	ES	Present	Alien	2019
126070	ES	Present	Alien	2019
126071	ES	Present	Alien	2019
126072	ES	Present	Alien	2019
126073	ES	Present	Alien	2019
126074	ES	Present	Alien	2019
126075	ES	Present	Alien	2019
126076	ES	Present	Alien	2019
126077	ES	Present	Alien	2019
126078	ES	Present	Alien	2019
126079	ES	Present	Alien	2019
126080	ES	Present	Alien	2019
126081	ES	Present	Alien	2019
126082	ES	Present	Alien	2019
126083	ES	Present	Alien	2019
126084	ES	Present	Alien	2019
126085	ES	Present	Alien	2019
126086	ES	Present	Alien	2019
126087	ES	Present	Alien	2019
126088	ES	Present	Alien	2019
126089	ES	Present	Alien	2019
126090	ES	Present	Alien	2019
126091	ES	Present	Alien	2019
126092	ES	Present	Alien	2019
126093	ES	Present	Alien	2019
126094	ES	Present	Alien	2019
126095	ES	Present	Alien	2019
126096	ES	Present	Alien	2019
126097	ES	Present	Alien	2019
126098	ES	Present	Alien	2019
126099	ES	Present	Alien	2019
126100	ES	Present	Alien	2019
126101	ES	Present	Alien	2019
126102	ES	Present	Alien	2019
126103	ES	Present	Alien	2019
126104	ES	Present	Alien	2019
126105	ES	Present	Alien	2019
126106	ES	Present	Alien	2019
126107	ES	Present	Alien	2019
126108	ES	Present	Alien	2019
126109	ES	Present	Alien	2019
126110	ES	Present	Alien	2019
126111	ES	Present	Alien	2019
126112	ES	Present	Alien	2019
126113	ES	Present	Alien	2019
126114	ES	Present	Alien	2019
126115	ES	Present	Alien	2019
126116	ES	Present	Alien	2019
126117	ES	Present	Alien	2019
126118	ES	Present	Alien	2019
126119	ES	Present	Alien	2019
126120	ES	Present	Alien	2019
126121	ES	Present	Alien	2019
126122	ES	Present	Alien	2019
126123	ES	Present	Alien	2019
126124	ES	Present	Alien	2019
126125	ES	Present	Alien	2019
126126	ES	Present	Alien	2019
126127	ES	Present	Alien	2019
126128	ES	Present	Alien	2019
126129	ES	Present	Alien	2019
126130	ES	Present	Alien	2019
126131	ES	Present	Alien	2019
126132	ES	Present	Alien	2019
126133	ES	Present	Alien	2019
126134	ES	Present	Alien	2019
126135	ES	Present	Alien	2019
126136	ES	Present	Alien	2019
126137	ES	Present	Alien	2019
126138	ES	Present	Alien	2019
126139	ES	Present	Alien	2019
126140	ES	Present	Alien	2019
126141	ES	Present	Alien	2019
126142	ES	Present	Alien	2019
126143	ES	Present	Alien	2019
126144	ES	Present	Alien	2019
126145	ES	Present	Alien	2019
126146	ES	Present	Alien	2019
126147	ES	Present	Alien	2019
126148	ES	Present	Alien	2019
126149	ES	Present	Alien	2019
126150	ES	Present	Alien	2019
126151	ES	Present	Alien	2019
126152	ES	Present	Alien	2019
126153	ES	Present	Alien	2019
126154	ES	Present	Alien	2019
126155	ES	Present	Alien	2019
126156	ES	Present	Alien	2019
126157	ES	Present	Alien	2019
126158	ES	Present	Alien	2019
126159	ES	Present	Alien	2019
126160	ES	Present	Alien	2019
126161	ES	Present	Alien	2019
126162	ES	Present	Alien	2019
126163	ES	Present	Alien	2019
126164	ES	Present	Alien	2019
126165	ES	Present	Alien	2019
126166	ES	Present	Alien	2019
126167	ES	Present	Alien	2019
126168	ES	Present	Alien	2019
126169	ES	Present	Alien	2019
126170	ES	Present	Alien	2019
126171	ES	Present	Alien	2019
126172	ES	Present	Alien	2019
126173	ES	Present	Alien	2019
126174	ES	Present	Alien	2019
126175	ES	Present	Alien	2019
126176	ES	Present	Alien	2019
126177	ES	Present	Alien	2019
126178	ES	Present	Alien	2019
126179	ES	Present	Alien	2019
126180	ES	Present	Alien	2019
126181	ES	Present	Alien	2019
126182	ES	Present	Alien	2019
126183	ES	Present	Alien	2019
126184	ES	Present	Alien	2019
126185	ES	Present	Alien	2019
126186	ES	Present	Alien	2019
126187	ES	Present	Alien	2019
126188	ES	Present	Alien	2019
126189	ES	Present	Alien	2019
126190	ES	Present	Alien	2019
126191	ES	Present	Alien	2019
126192	ES	Present	Alien	2019
126193	ES	Present	Alien	2019
126194	ES	Present	Alien	2019
126195	ES	Present	Alien	2019
126196	ES	Present	Alien	2019
126197	ES	Present	Alien	2019
126198	ES	Present	Alien	2019
126199	ES	Present	Alien	2019
126200	ES	Present	Alien	2019
126201	ES	Present	Alien	2019
126202	ES	Present	Alien	2019
126203	ES	Present	Alien	2019
126204	ES	Present	Alien	2019
126205	ES	Present	Alien	2019
126206	ES	Present	Alien	2019
126207	ES	Present	Alien	2019
126208	ES	Present	Alien	2019
126209	ES	Present	Alien	2019
126210	ES	Present	Alien	2019
126211	ES	Present	Alien	2019
126212	ES	Present	Alien	2019
126213	ES	Present	Alien	2019
126214	ES	Present	Alien	2019
126215	ES	Present	Alien	2019
126216	ES	Present	Alien	2019
126217	ES	Present	Alien	2019
126218	ES	Present	Alien	2019
126219	ES	Present	Alien	2019
126220	ES	Present	Alien	2019
126221	ES	Present	Alien	2019
126222	ES	Present	Alien	2019
126223	ES	Present	Alien	2019
126224	ES	Present	Alien	2019
126225	ES	Present	Alien	2019
126226	ES	Present	Alien	2019
126227	ES	Present	Alien	2019
126228	ES	Present	Alien	2019
126229	ES	Present	Alien	2019
126230	ES	Present	Alien	2019
126231	ES	Present	Native|Alien	2019
126232	ES	Present	Native|Alien	2019
126233	ES	Present	Alien	2019
126234	ES	Present	Alien	2019
126235	ES	Present	Alien	2019
126236	ES	Present	Alien	2019
126237	ES	Present	Alien	2019
126238	ES	Present	Alien	2019
126239	ES	Present	Alien	2019
126240	ES	Present	Alien	2019
126241	ES	Present	Alien	2019
126242	ES	Present	Alien	2019
126243	ES	Present	Alien	2019
126244	ES	Present	Alien	2019
126245	ES	Present	Alien	2019
126246	ES	Present	Alien	2019
126247	ES	Present	Alien	2019
126248	ES	Present	Alien	2019
126249	ES	Present	Alien	2019
126250	ES	Present	Alien	2019
126251	ES	Present	Alien	2019
126252	ES	Present	Alien	2019
126253	ES	Present	Alien	2019
126254	ES	Present	Alien	2019
126255	ES	Present	Alien	2019
126256	ES	Present	Alien	2019
126257	ES	Present	Alien	2019
126258	ES	Present	Alien	2019
126259	ES	Present	Alien	2019
126260	ES	Present	Alien	2019
126261	ES	Present	Alien	2019
126262	ES	Present	Alien	2019
126263	ES	Present	Alien	2019
126264	ES	Present	Alien	2019
126265	ES	Present	Alien	2019
126266	ES	Present	Alien	2019
126267	ES	Present	Alien	2019
126268	ES	Present	Alien	2019
126269	ES	Present	Alien	2019
126270	ES	Present	Alien	2019
126271	ES	Present	Alien	2019
126272	ES	Present	Alien	2019
126273	ES	Present	Alien	2019
126274	ES	Present	Alien	2019
126275	ES	Present	Alien	2019
126276	ES	Present	Alien	2019
126277	ES	Present	Alien	2019
126278	ES	Present	Alien	2019
126279	ES	Present	Alien	2019
126280	ES	Present	Alien	2019
126281	ES	Present	Alien	2019
126282	ES	Present	Alien	2019
126283	ES	Present	Alien	2019
126284	ES	Present	Alien	2019
126285	ES	Present	Alien	2019
126286	ES	Present	Alien	2019
126287	ES	Present	Alien	2019
126288	ES	Present	Alien	2019
126289	ES	Present	Alien	2019
126290	ES	Present	Alien	2019
126291	ES	Present	Alien	2019
126292	ES	Present	Alien	2019
126293	ES	Present	Alien	2019
126294	ES	Present	Alien	2019
126295	ES	Present	Alien	2019
126296	ES	Present	Alien	2019
126297	ES	Present	Alien	2019
126298	ES	Present	Alien	2019
126299	ES	Present	Alien	2019
126300	ES	Present	Alien	2019
126301	ES	Present	Alien	2019
126302	ES	Present	Alien	2019
126303	ES	Present	Alien	2019
126304	ES	Present	Alien	2019
126305	ES	Present	Alien	2019
126306	ES	Present	Alien	2019
126307	ES	Present	Alien	2019
126308	ES	Present	Alien	2019
126309	ES	Present	Alien	2019
126310	ES	Present	Alien	2019
126311	ES	Present	Alien	2019
126312	ES	Present	Alien	2019
126313	ES	Present	Alien	2019
126314	ES	Present	Alien	2019
126315	ES	Present	Alien	2019
126316	ES	Present	Alien	2019
126317	ES	Present	Alien	2019
126318	ES	Present	Alien	2019
126319	ES	Present	Alien	2019
126320	ES	Present	Alien	2019
126321	ES	Present	Alien	2019
126322	ES	Present	Alien	2019
126323	ES	Present	Alien	2019
126324	ES	Present	Alien	2019
126325	ES	Present	Alien	2019
126326	ES	Present	Alien	2019
126327	ES	Present	Alien	2019
126328	ES	Present	Alien	2019
126329	ES	Present	Alien	2019
126330	ES	Present	Alien	2019
126331	ES	Present	Alien	2019
126332	ES	Present	Alien	2019
126333	ES	Present	Alien	2019
126334	ES	Present	Alien	2019
126335	ES	Present	Alien	2019
126336	ES	Present	Alien	2019
126337	ES	Present	Alien	2019
126338	ES	Present	Alien	2019
126339	ES	Present	Alien	2019
126340	ES	Present	Alien	2019
126341	ES	Present	Alien	2019
126342	ES	Present	Alien	2019
126343	ES	Present	Alien	2019
126344	ES	Present	Alien	2019
126345	ES	Present	Alien	2019
126346	ES	Present	Alien	2019
126347	ES	Present	Alien	2019
126348	ES	Present	Alien	2019
126349	ES	Present	Alien	2019
126350	ES	Present	Alien	2019
126351	ES	Present	Alien	2019
126352	ES	Present	Alien	2019
126353	ES	Present	Alien	2019
126354	ES	Present	Alien	2019
126355	ES	Present	Alien	2019
126356	ES	Present	Alien	2019
126357	ES	Present	Alien	2019
126358	ES	Present	Alien	2019
126359	ES	Present	Alien	2019
126360	ES	Present	Alien	2019
126361	ES	Present	Alien	2019
126362	ES	Present	Alien	2019
126363	ES	Present	Alien	2019
126364	ES	Present	Alien	2019
126365	ES	Present	Alien	2019
126366	ES	Present	Alien	2019
126367	ES	Present	Alien	2019
126368	ES	Present	Alien	2019
126369	ES	Present	Alien	2019
