id	locality	countryCode	occurrenceStatus	establishmentMeans
2949	Rapa Nui - Easter Islands	CL	present	alien
2950	Rapa Nui - Easter Islands	CL	present	alien
2951	Rapa Nui - Easter Islands	CL	present	alien
2952	Rapa Nui - Easter Islands	CL	present	alien
2953	Rapa Nui - Easter Islands	CL	present	alien
2954	Rapa Nui - Easter Islands	CL	present	alien
2955	Rapa Nui - Easter Islands	CL	present	alien
2956	Rapa Nui - Easter Islands	CL	present	alien
2957	Rapa Nui - Easter Islands	CL	present	alien
2958	Rapa Nui - Easter Islands	CL	present	alien
2959	Rapa Nui - Easter Islands	CL	present	alien
2960	Rapa Nui - Easter Islands	CL	present	alien
2961	Rapa Nui - Easter Islands	CL	present	alien
2962	Rapa Nui - Easter Islands	CL	present	alien
2963	Rapa Nui - Easter Islands	CL	present	alien
2964	Rapa Nui - Easter Islands	CL	present	alien
2965	Rapa Nui - Easter Islands	CL	present	alien
2966	Rapa Nui - Easter Islands	CL	present	alien
2967	Rapa Nui - Easter Islands	CL	present	alien
2968	Rapa Nui - Easter Islands	CL	present	alien
2969	Rapa Nui - Easter Islands	CL	present	alien
2970	Rapa Nui - Easter Islands	CL	present	alien
2971	Rapa Nui - Easter Islands	CL	present	alien
2972	Rapa Nui - Easter Islands	CL	present	alien
2973	Rapa Nui - Easter Islands	CL	present	alien
2974	Rapa Nui - Easter Islands	CL	present	alien
2975	Rapa Nui - Easter Islands	CL	present	alien
2976	Rapa Nui - Easter Islands	CL	present	alien
2977	Rapa Nui - Easter Islands	CL	present	alien
2978	Rapa Nui - Easter Islands	CL	present	alien
2979	Rapa Nui - Easter Islands	CL	present	alien
2980	Rapa Nui - Easter Islands	CL	present	alien
2981	Rapa Nui - Easter Islands	CL	present	alien
2982	Rapa Nui - Easter Islands	CL	present	alien
2983	Rapa Nui - Easter Islands	CL	present	alien
2984	Rapa Nui - Easter Islands	CL	present	alien
2985	Rapa Nui - Easter Islands	CL	present	alien
2986	Rapa Nui - Easter Islands	CL	present	alien
2987	Rapa Nui - Easter Islands	CL	present	alien
2988	Rapa Nui - Easter Islands	CL	present	alien
2989	Rapa Nui - Easter Islands	CL	present	alien
2990	Rapa Nui - Easter Islands	CL	present	alien
2991	Rapa Nui - Easter Islands	CL	present	alien
2992	Rapa Nui - Easter Islands	CL	present	alien
2993	Rapa Nui - Easter Islands	CL	present	alien
2994	Rapa Nui - Easter Islands	CL	present	alien
