id	locality	countryCode	occurrenceStatus	establishmentMeans
28170	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28171	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28172	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28173	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28174	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28175	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28176	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28177	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28178	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28179	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28180	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28181	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28182	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28183	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28184	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28185	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28186	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28187	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28188	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28189	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28190	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28191	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28192	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28193	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28194	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28195	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28196	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28197	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28198	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28199	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28200	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28201	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28202	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28203	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28204	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28205	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28206	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28207	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28208	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28209	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28210	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28211	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28212	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28213	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28214	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28215	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28216	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28217	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28218	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28219	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28220	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28221	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28222	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28223	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28224	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28225	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28226	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28227	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28228	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28229	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28230	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28231	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28232	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28233	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28234	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28235	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28236	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28237	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28238	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28239	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28240	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28241	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28242	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28243	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28244	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28245	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28246	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28247	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28248	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28249	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28250	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28251	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28252	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28253	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28254	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28255	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28256	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28257	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28258	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28259	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28260	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28261	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28262	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28263	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28264	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28265	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28266	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28267	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28268	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28269	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28270	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28271	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28272	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28273	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28274	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28275	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28276	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28277	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28278	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28279	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28280	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28281	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28282	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28283	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28284	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28285	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28286	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28287	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28288	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28289	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28290	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28291	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28292	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28293	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28294	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28295	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28296	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28297	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28298	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28299	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28300	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28301	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28302	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28303	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28304	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28305	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28306	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28307	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28308	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
28309	French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF)	TF	Present	Alien
